商品コード,製品管理コード,通称名,商材コード,商材名,メーカコード,メーカ名,品番型式,製造番号,製品備考２,ＮＥＴ商品タイトル,仕様項目１８,仕様項目１９,特記事項６,販売開始日,販売終了日生産中止日,カラー１,カラー２,特徴１デザイン等,素材材質１,素材材質２,サイズ,重量,特徴３防水,キーワード８,商品名,キーワード７,性別属性,付属品名,コメ兵保証区分,特記事項１,特記事項２,瑕疵情報１,瑕疵情報２,仕入ランク,仕入ランク名,販売ランク,販売ランク名,参考上代税込,参考上代税抜,参考上代更新日,売単価税込,売単価税抜,相場備考１,相場備考２,最終仕入原価,値札用仕入日付,売単価税抜,売単価税込,カテゴリコード,カテゴリ名,大分類コード,大分類名,中分類コード,中分類名,ＮＥＴ商品画像Ｆ名,商品画像元パス
2300000401271,13820077,ﾃﾞｲﾄｼﾞｬｽﾄ                                                                                             ,20,時計,4952,ROLEX                                                       ,126234･3                                                                 ,WN959803                                                                   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,ロレックス デイトジャスト 126234･3 SSxWG 自動巻 ランダム番, ,"多少小傷がありますがきれいな状態です。
ランダム番

オーバーホール、外装仕上げを行っております。

※付属品には、傷・汚れ・劣化がある場合がございます。",Mar-23,        ,        ,ﾌﾞﾗｲﾄﾌﾞﾙｰ                                                                                             ,-                                                                                                                       ,-                                                                                                                       ,SSxWG                                                                                                                   ,SS                                                                                                                      ,36mm                          ,0,防水                                                                                                                  ,                                                            ,自動巻                                                                  ,                                                            ,2,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,                                                                                                                        ,                                                            ,                                                            ,0,,2,中古品A              ,1368400,1244000,20250108,1600000,1454546,ﾌﾞﾗｲﾄﾌﾞﾙｰ/-                                                                                                                                                                                                                                                                                                                                                                                                                                     ,新2023.3                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,1090910,20250420,1454546,1600000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,4fc/2300000401271_1_b.jpg`75c/2300000401271_2_b.jpg`ed8/2300000401271_3_b.jpg`a7b/2300000401271_4_b.jpg`e44/2300000401271_5_b.jpg`471/2300000401271_6_b.jpg`8ed/2300000401271_7_b.jpg,https://img.komehyo.jp/contents/images/goods/
2700038823814,225882481,ﾃﾞｲﾄｼﾞｬｽﾄ                                                                                             ,20,時計,4952,ROLEX                                                       ,126233,D                                                                          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,【新品】ロレックス デイトジャスト 126233 SSxYG 自動巻,1945年に登場して以来、ロレックスの伝統のモデルとして存在する「デイトジャスト」。防水ケース・自動巻ムーブメント・日付表示機能を備えており、まさに時計史に残る実用高級時計の金字塔モデルです。こちらは2018年発表のニューモデルでケース径36mmの定番サイズ。新開発の脱進機を装備し、70時間ものロングパワーリザーブを確保した自社開発キャリバー3235を搭載しています。,"【お取り寄せ、お取り置きについて】
誠に申し訳ございませんが、ロレックスの新品商品に関しましては、在庫店舗のみの販売とさせて頂きます。
商品移動の際の破損や劣化防止のため、お取り寄せを致しかねます。
また、入荷数が不安定で価格変動が激しいため、お取り置きも致しかねますので、ご理解くださいますようお願いいたします。",                                                                                                                        ,        ,        ,ｵﾘｰﾌﾞｸﾞﾘｰﾝ                                                                                          ,-                                                                                                                       ,ﾛｰﾏﾝ･VI&IXﾀﾞｲﾔ                                                                                        ,SSxYG                                                                                                                   ,SSxYG                                                                                                                   ,36㎜                         ,0,防水                                                                                                                  ,3　DT                                                      ,自動巻                                                                  ,R                                                           ,2,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,                                                                                                                        ,                                                            ,                                                            ,1,新品                  ,1,新品                  ,2488200,2262000,20250108,3200000,2909091,ｵﾘｰﾌﾞｸﾞﾘｰﾝ/-                                                                                                                                                                                                                                                                                                                                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2750000,20241108,2909091,3200000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,7f3/2700038823814_1_b.jpg`77d/2700038823814_2_b.jpg`75d/2700038823814_3_b.jpg`cc3/2700038823814_4_b.jpg`806/2700038823814_5_b.jpg`cd6/2700038823814_6_b.jpg,https://img.komehyo.jp/contents/images/goods/
2700040308477,145602,ﾃﾞｲﾄｼﾞｬｽﾄ                                                                                             ,20,時計,4952,ROLEX                                                       ,79174,F130315                                                                    ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,ロレックス デイトジャスト 79174 SSxWG 自動巻 F番,ロレックス伝統の王道モデル「デイトジャスト」。自動巻機能、防水性能、日付の瞬時切り替えという３大発明を詰め込んだ傑作モデルです。その中でもこちらは、18金ホワイトゴールドとステンレスのコンビモデル。文字盤は定番色のシルバーです。,"ガラスに欠けあり。
多少小傷がありますがきれいな状態です。
2003-2005年ごろ製造

オーバーホール、外装仕上げを行っております。

※付属品には、傷・汚れ・劣化がある場合がございます。",                                                                                                                        ,        ,        ,SV                                                                                                                      ,-                                                                                                                       ,-                                                                                                                       ,SSxWG                                                                                                                   ,SS                                                                                                                      ,26mm                          ,0,防水                                                                                                                  ,3　DT                                                      ,自動巻                                                                  ,R                                                           ,1,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,                                                                                                                        ,ｶﾞﾗｽ欠け 5･7ｈ                                 ,                                                            ,0,,2,中古品A              ,0,0,        ,700000,636364,SV/-                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,ｷﾞｬﾗなし                                                                                                                                                                                                                                                                                                                                                                                                                                                ,444960,20250317,636364,700000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,554/2700040308477_1_b.jpg`87e/2700040308477_2_b.jpg`797/2700040308477_3_b.jpg`60c/2700040308477_4_b.jpg`636/2700040308477_5_b.jpg`a94/2700040308477_6_b.jpg`afc/2700040308477_7_b.jpg`224/2700040308477_8_b.jpg,https://img.komehyo.jp/contents/images/goods/
2300000246155,145602,ﾃﾞｲﾄｼﾞｬｽﾄ                                                                                             ,20,時計,4952,ROLEX                                                       ,79174,P165645                                                                    ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,ロレックス デイトジャスト 79174 SSxWG 自動巻 P番,ロレックス伝統の王道モデル「デイトジャスト」。自動巻機能、防水性能、日付の瞬時切り替えという３大発明を詰め込んだ傑作モデルです。その中でもこちらは、18金ホワイトゴールドとステンレスのコンビモデル。文字盤は定番色のシルバーです。,"多少小傷がありますがきれいな状態です。
P番(2000-2001年ごろ製造)

オーバーホール、外装仕上げを行っております。

※付属品には、傷・汚れ・劣化がある場合がございます。",Jul-00,        ,        ,SV                                                                                                                      ,-                                                                                                                       ,-                                                                                                                       ,SSxWG                                                                                                                   ,SS                                                                                                                      ,26mm                          ,0,防水                                                                                                                  ,3　DT                                                      ,自動巻                                                                  ,R                                                           ,1,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,                                                                                                                        ,                                                            ,                                                            ,0,,2,中古品A              ,0,0,        ,750000,681819,SV/-                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,並行2000.7                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,345455,20250310,681819,750000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,3fe/2300000246155_1_b.jpg`df4/2300000246155_2_b.jpg`3fa/2300000246155_3_b.jpg`498/2300000246155_4_b.jpg`0be/2300000246155_5_b.jpg`e4f/2300000246155_6_b.jpg`cdf/2300000246155_7_b.jpg`08f/2300000246155_8_b.jpg,https://img.komehyo.jp/contents/images/goods/
2700040710171,145602,ﾃﾞｲﾄｼﾞｬｽﾄ                                                                                             ,20,時計,4952,ROLEX                                                       ,79174,Y280635                                                                    ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,ロレックス デイトジャスト 79174 SSxWG 自動巻 Y番,ロレックス伝統の王道モデル「デイトジャスト」。自動巻機能、防水性能、日付の瞬時切り替えという３大発明を詰め込んだ傑作モデルです。その中でもこちらは、18金ホワイトゴールドとステンレスのコンビモデル。文字盤は定番色のシルバーです。,"多少小傷がありますがきれいな状態です。
保証書に塗り潰し箇所があります。 
Y番(2002-2003年ごろ製造)

オーバーホール、外装仕上げを行っております。

※付属品には、傷・汚れ・劣化がある場合がございます。",Nov-02,        ,        ,SV                                                                                                                      ,-                                                                                                                       ,-                                                                                                                       ,SSxWG                                                                                                                   ,SS                                                                                                                      ,26mm                          ,0,防水                                                                                                                  ,3　DT                                                      ,自動巻                                                                  ,R                                                           ,1,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,保証書塗り潰し                                                                                                   ,                                                            ,                                                            ,0,,2,中古品A              ,0,0,        ,750000,681819,SV/-                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,正規2002.11                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,545000,20250425,681819,750000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,899/2700040710171_1_b.jpg`6c4/2700040710171_2_b.jpg`9d9/2700040710171_3_b.jpg`af7/2700040710171_4_b.jpg`b83/2700040710171_5_b.jpg`8f6/2700040710171_6_b.jpg`05e/2700040710171_7_b.jpg`ab9/2700040710171_8_b.jpg,https://img.komehyo.jp/contents/images/goods/
2700040350773,13734015,ﾃﾞｲﾄｼﾞｬｽﾄ                                                                                             ,20,時計,4952,ROLEX                                                       ,279173,96F3J841                                                                   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,ロレックス デイトジャスト 279173 SSxYG 自動巻 ランダム番,2016年発売のデイトジャスト、Ref.279173が入荷しました。ケースサイズがRef.179173から2mmボリュームアップしています。ブレスレットが薄くなったことで、より快適な装着感があります。ムーブメントの精度は上がりパワーリザーブも延長され、機能面でも充実しています。こちらはホワイト文字盤とローマ数字インデックスの組み合わせモデルになります。,"ガラスに欠けあり。
多少小傷がありますがきれいな状態です。
保証書に塗り潰し箇所があります。 
ランダム番

精度調整、外装仕上げを行っております。

※付属品には、傷・汚れ・劣化がある場合がございます。",Sep-18,        ,        ,WT                                                                                                                      ,-                                                                                                                       ,ﾛｰﾏﾝ                                                                                                            ,SSxYG                                                                                                                   ,SSxYG                                                                                                                   ,28mm                          ,0,防水                                                                                                                  ,3　DT                                                      ,自動巻                                                                  ,R                                                           ,1,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,保証書塗り潰し                                                                                                   ,ｶﾞﾗｽ欠け 3･4ｈ                                 ,                                                            ,0,,2,中古品A              ,1727000,1570000,20250213,1750000,1590910,WT/-                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,白正規2018.9                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,1200000,20250401,1590910,1750000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,011/2700040350773_1_b.jpg`82d/2700040350773_2_b.jpg`f53/2700040350773_3_b.jpg`880/2700040350773_4_b.jpg`3a9/2700040350773_5_b.jpg`1e8/2700040350773_6_b.jpg`5a5/2700040350773_7_b.jpg,https://img.komehyo.jp/contents/images/goods/
2700039533507,145602,ﾃﾞｲﾄｼﾞｬｽﾄ                                                                                             ,20,時計,4952,ROLEX                                                       ,79174,F271896                                                                    ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,ロレックス デイトジャスト 79174 SSxWG 自動巻 F番,ロレックス伝統の王道モデル「デイトジャスト」。自動巻機能、防水性能、日付の瞬時切り替えという３大発明を詰め込んだ傑作モデルです。その中でもこちらは、18金ホワイトゴールドとステンレスのコンビモデル。文字盤は定番色のシルバーです。,"ガラスに傷あり。
多少小傷がありますがきれいな状態です。
2003-2005年ごろ製造

オーバーホール、外装仕上げを行っております。

※付属品には、傷・汚れ・劣化がある場合がございます。",                                                                                                                        ,        ,        ,SV                                                                                                                      ,-                                                                                                                       ,-                                                                                                                       ,SSxWG                                                                                                                   ,SS                                                                                                                      ,26mm                          ,0,防水                                                                                                                  ,3　DT                                                      ,自動巻                                                                  ,R                                                           ,1,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,                                                                                                                        ,ｶﾞﾗｽ傷 5・11ｈ                                   ,                                                            ,0,,2,中古品A              ,0,0,        ,720000,654546,SV/-                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,ｷﾞｬﾗなし                                                                                                                                                                                                                                                                                                                                                                                                                                                ,380000,20241001,654546,720000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,867/2700039533507_1_b.jpg`676/2700039533507_2_b.jpg`dd6/2700039533507_3_b.jpg`ee7/2700039533507_4_b.jpg`e57/2700039533507_5_b.jpg`bcf/2700039533507_6_b.jpg`07c/2700039533507_7_b.jpg,https://img.komehyo.jp/contents/images/goods/
2700039612165,14052965,ﾃﾞｲﾄｼﾞｬｽﾄ                                                                                             ,20,時計,4952,ROLEX                                                       ,278273,D                                                                          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,【新品】ロレックス デイトジャスト 278273 SSxYG 自動巻, ,"【お取り寄せ、お取り置きについて】
誠に申し訳ございませんが、ロレックスの新品商品に関しましては、在庫店舗のみの販売とさせて頂きます。
商品移動の際の破損や劣化防止のため、お取り寄せを致しかねます。
また、入荷数が不安定で価格変動が激しいため、お取り置きも致しかねますので、ご理解くださいますようお願いいたします。
新品のメーカー保証について
こちらは並行輸入品のため、メーカーの保証書が付属していても有効ではございません。当社の保証で対応させていただきますのでご安心ください。
なお、一部商品を除きメーカーでの有料修理はお受けいただけます。
※メーカーの仕様変更や保護シールの有無により、実物と画像が若干異なる場合があります。",                                                                                                                        ,        ,        ,ｵﾘｰﾌﾞｸﾞﾘｰﾝ                                                                                          ,-                                                                                                                       ,ﾛｰﾏﾝ･VIﾀﾞｲﾔ                                                                                           ,SSxYG                                                                                                                   ,SSxYG                                                                                                                   ,31㎜                         ,0,防水                                                                                                                  ,3　DT                                                      ,自動巻                                                                  ,R                                                           ,0,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,                                                                                                                        ,                                                            ,                                                            ,1,新品                  ,1,新品                  ,2084500,1895000,20250426,3100000,2818182,ｵﾘｰﾌﾞｸﾞﾘｰﾝ/-                                                                                                                                                                                                                                                                                                                                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,2670000,20241017,2818182,3100000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,0dd/2700039612165_1_b.jpg`e40/2700039612165_2_b.jpg`78a/2700039612165_3_b.jpg`8d6/2700039612165_4_b.jpg`2ba/2700039612165_5_b.jpg`5a9/2700039612165_6_b.jpg,https://img.komehyo.jp/contents/images/goods/
2300000283860,44042,ｵｲｽﾀｰﾊﾟｰﾍﾟﾁｭｱﾙ                                                                              ,20,時計,4952,ROLEX                                                       ,176200,T4V06569                                                                   ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,ロレックス オイスターパーペチュアル 176200 SS 自動巻 ランダム番,優れた耐久性と防水性を持つオイスターケースに、高い精度を誇るムーブメントを搭載したロレックスの原点ともいえるモデル「オイスターパーペチュアル」。シンプルかつロレックスの中ではリーズナブルで入門モデルとしておすすめです。こちらは2007年に発表されたレディースモデルRef.176200です。前モデルより2mm大きい26mm径ケースの採用に伴いベゼルも丸みを帯びたドーム型に変更されており、ほど良いボリューム感とエレガントな雰囲気を兼ね備えています。ムーブメントはCal.2231に変更され、外部の精度検定を通したクロノメーター仕様になりました。,"多少小傷がありますがきれいな状態です。
保証書に塗り潰し箇所があります。 
ランダム番

オーバーホール、外装仕上げを行っております。

※付属品には、傷・汚れ・劣化がある場合がございます。",Dec-14,        ,        ,SV                                                                                                                      ,-                                                                                                                       ,3.6.9･PKｲﾝﾃﾞｯｸｽ                                                                                         ,SS                                                                                                                      ,SS                                                                                                                      ,26mm                          ,0,防水                                                                                                                  ,3,自動巻                                                                  ,R                                                           ,1,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,保証書塗り潰し                                                                                                   ,                                                            ,                                                            ,0,,2,中古品A              ,510400,464000,20191001,680000,618182,SV/-                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,2014.12                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,409091,20250322,618182,680000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,470/2300000283860_1_b.jpg`d10/2300000283860_2_b.jpg`bd7/2300000283860_3_b.jpg`740/2300000283860_4_b.jpg`231/2300000283860_5_b.jpg`eb7/2300000283860_6_b.jpg`537/2300000283860_7_b.jpg`ffb/2300000283860_8_b.jpg,https://img.komehyo.jp/contents/images/goods/
2600076862472,145602,ﾃﾞｲﾄｼﾞｬｽﾄ                                                                                             ,20,時計,4952,ROLEX                                                       ,79174,Y772589                                                                    ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,ロレックス デイトジャスト 79174 SSxWG 自動巻 Y番,ロレックス伝統の王道モデル「デイトジャスト」。自動巻機能、防水性能、日付の瞬時切り替えという３大発明を詰め込んだ傑作モデルです。その中でもこちらは、18金ホワイトゴールドとステンレスのコンビモデル。文字盤は定番色のシルバーです。,"多少小傷がありますがきれいな状態です。
Y番(2002-2003年ごろ製造)

オーバーホール、外装仕上げを行っております。

※付属品には、傷・汚れ・劣化がある場合がございます。",Aug-05,        ,        ,SV                                                                                                                      ,-                                                                                                                       ,-                                                                                                                       ,SSxWG                                                                                                                   ,SS                                                                                                                      ,26mm                          ,0,防水                                                                                                                  ,3　DT                                                      ,自動巻                                                                  ,R                                                           ,1,ｹｰｽ(箱) 保証書 COSC ｱｰｶｲﾌﾞ ﾒｰｶｰ修理 替ﾍﾞﾙﾄ 替ﾍﾞｾﾞﾙ,1,                                                                                                                        ,                                                                                                                        ,                                                            ,                                                            ,0,,2,中古品A              ,0,0,        ,750000,681819,SV/-                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,旧並行2005.8                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,363637,20250501,681819,750000,20,ウォッチ／クロック                                                                              ,10,ウォッチ                                                                                             ,10,ウォッチ                                                                                             ,9d5/2600076862472_1_b.jpg`82f/2600076862472_2_b.jpg`935/2600076862472_3_b.jpg`f59/2600076862472_4_b.jpg`23d/2600076862472_5_b.jpg`93d/2600076862472_6_b.jpg`5ee/2600076862472_7_b.jpg`bd8/2600076862472_8_b.jpg,https://img.komehyo.jp/contents/images/goods/
